"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"4448","TEXAM","UF",-2,0.97,0.85,0.93,0.88,19,17,6.99999999999999,"TEXAM","TEXAM","Lose"
"4449","CCU","ARK ST",-19,0.91,1.41,0.96,0.91,17,51,-55,"ARK ST","ARK ST","Win"
"4450","UCLA","ARZ",1,1,1.02,1.12,0.89,30,47,-25,"ARZ","ARZ","Win"
"4451","NM","FRESNO",-2.5,1.01,0.88,0.99,0.83,0,38,-3,"FRESNO","FRESNO","Win"
"4452","NEV","CSU",-24.5,0.82,0.99,1.03,0.85,42,44,-35,"CSU","NEV","Win"
"4453","SJSU","HAW",-17,0.63,1.07,1.01,1.13,26,37,-32,"HAW","SJSU","Win"
"4454","MEM","HOU",-2.5,1.01,0.91,0.93,0.82,42,38,-1.00000000000001,"MEM","MEM","Lose"
"4455","ULL","ARK ST",-12.5,0.99,1.09,1.01,0.91,3,47,-20,"ARK ST","ARK ST","Win"
"4456","WKU","ODU",11,0.92,0.86,0.72,1.03,35,31,37,"WKU","ODU","Lose"
"4457","MARSH","MTSU",3.5,0.92,0.78,0.82,0.94,38,10,26,"MARSH","MARSH","Lose"
"4458","AFA","NEV",6.5,1.08,1.1,0.88,1.03,45,42,13,"AFA","NEV","Lose"
"4459","CSU","NM",9,1.07,0.91,0.96,0.94,27,24,14,"CSU","NM","Lose"
"4460","TENN","ALA",-34.5,0.82,0.98,1.22,0.66,7,45,-72,"ALA","ALA","Win"
"4461","MICH","PSU",-9.5,0.83,0.66,1.05,0.63,13,42,-25,"PSU","PSU","Win"
"4462","KAN","TCU",-40,0.79,1.11,1.1,0.75,0,43,-67,"TCU","TCU","Win"
"4463","MARY","WISC",-24,1,0.94,1.09,0.69,13,38,-34,"WISC","WISC","Win"
"4464","SYR","MIAFL",-16.5,0.92,0.9,1.07,0.78,19,27,-27,"MIAFL","SYR","Win"
"4465","OKLA","KAN ST",15,1.25,0.92,0.99,0.86,42,35,20,"OKLA","KAN ST","Lose"
"4466","OKLA ST","TEX",7,1.17,0.81,0.93,0.89,13,10,32,"OKLA ST","TEX","Lose"
"4467","USC","ND",-3.5,0.98,0.8,1.07,0.75,14,49,-14,"ND","ND","Win"
"4468","UNC","VT",-21,0.86,0.97,1.02,0.77,7,59,-36,"VT","VT","Win"
"4469","COL","WSU",-10,0.98,0.93,0.89,0.74,0,28,-10,"WSU","WSU","Win"
"4470","USF","TULANE",12,1.05,0.6,1.1,0.96,34,28,31,"USF","TULANE","Lose"
"4471","IND","MSU",-7.5,0.83,0.91,0.9,0.7,9,17,-28,"MSU","MSU","Win"
"4472","UCF","NAVY",7.5,1.29,0.74,1.14,1.02,31,21,43,"UCF","UCF","Lose"
"4473","AUB","ARK",15.5,1.03,0.78,0.94,0.97,52,20,28,"AUB","AUB","Lose"
"4474","WVU","BAY",9.5,1.12,0.96,0.79,1.08,38,36,45,"WVU","BAY","Lose"
"4475","LSU","MISS",6.5,1.02,0.87,1.02,1.04,40,24,17,"LSU","LSU","Lose"
"4476","TULSA","CONN",7,1.09,1.17,0.95,1.11,14,20,8.00000000000003,"TULSA","CONN","Lose"
"4477","AKR","TOLEDO",-14.5,0.84,0.95,1.06,0.95,21,48,-22,"TOLEDO","TOLEDO","Win"
"4478","IOWA","NW",2.5,0.92,0.81,0.85,0.86,10,17,12,"IOWA","NW","Lose"
"4479","PUR","RUT",9.5,0.87,0.85,0.84,0.89,12,14,7.00000000000001,"RUT","RUT","Win"
"4480","LOU","FSU",-7,1.05,0.93,0.78,0.86,31,28,20,"LOU","LOU","Lose"
"4481","IDA","MIZZ",-16,0.87,0.92,0.92,1.13,21,68,16,"IDA","MIZZ","Lose"
"4482","ISU","TTU",-6.5,1.02,0.85,1.15,0.9,31,13,-7.99999999999998,"TTU","ISU","Win"
"4483","TEMP","ARMY",-6,0.76,0.9,1.17,0.98,28,31,-33,"ARMY","TEMP","Win"
"4484","PITT","DUKE",-8,0.88,1.02,0.87,0.77,24,17,-24,"DUKE","PITT","Win"
"4485","BC","UVA",-7,0.81,0.95,0.97,0.8,41,10,-31,"UVA","BC","Win"
"4486","TROY","GSU",7,0.88,0.8,0.91,1.03,34,10,20,"TROY","TROY","Lose"
"4487","KENT","OHIO",-19,0.76,0.99,1.03,0.86,3,48,-40,"OHIO","OHIO","Win"
"4488","NIU","BGSU",13.5,0.85,0.68,0.75,1.02,48,17,44,"NIU","NIU","Lose"
"4489","WMU","EMU",3,1.06,0.91,0.85,0.85,20,17,15,"WMU","EMU","Lose"
"4490","BUFF","MIAOH",-3,1.02,1,0.88,0.9,14,24,4,"BUFF","MIAOH","Lose"
"4491","CMU","BALL",3,0.78,0.9,0.83,0.95,56,9,0,"BALL","CMU","Win"
"4492","CCU","APP",-23.5,0.91,1.12,0.96,0.79,29,37,-38,"APP","CCU","Win"
"4493","GSOU","MASS",-7,0.81,0.99,0.9,1.04,20,55,-3.99999999999999,"GSOU","MASS","Lose"
"4494","ASU","UTAH",-9,0.96,1.03,0.93,0.72,30,10,-28,"UTAH","ASU","Win"
"4495","ILL","MINN",-14,0.75,0.98,0.98,0.79,17,24,-42,"MINN","ILL","Win"
"4496","UK","MISS ST",-11,0.96,0.85,0.99,0.89,7,45,1,"UK","MISS ST","Lose"
"4497","ORE","UCLA",-7,1.06,0.82,0.97,1.07,14,31,34,"ORE","UCLA","Lose"
"4498","SMU","CIN",7.5,1.08,0.94,0.79,1.05,31,28,40,"SMU","CIN","Lose"
"4499","NT","FAU",-3.5,1.02,0.94,1.03,0.9,31,69,-4.99999999999999,"FAU","FAU","Win"
"4500","ULM","USA",-5,1.07,1.08,0.86,0.9,23,33,3,"ULM","USA","Lose"
"4501","USU","UNLV",-3.5,0.8,0.88,1.04,1,52,28,-12,"UNLV","USU","Win"
"4502","UAB","CHAR",7.5,1,0.87,0.75,1.06,24,25,44,"UAB","CHAR","Lose"
"4503","USM","LT",-2.5,0.93,0.75,0.91,0.93,34,27,20,"USM","USM","Lose"
"4504","RICE","UTSA",-20,0.7,1.12,1.04,0.77,20,7,-69,"UTSA","RICE","Win"
"4505","BYU","ECU",6,0.67,1,0.81,1.27,17,33,13,"BYU","ECU","Lose"
"4506","WAKE","GT",-6.5,1.02,0.75,1.11,0.86,24,38,1.99999999999999,"WAKE","GT","Lose"
"4507","ARZ","CAL",3,1.16,0.88,0.76,0.84,45,44,36,"ARZ","CAL","Lose"
"4508","WYO","BOISE",-14,0.84,0.8,0.91,0.81,14,24,-6.00000000000001,"WYO","WYO","Lose"
"4509","FRESNO","SDSU",-7.5,1.04,0.8,1,0.86,27,3,10,"FRESNO","FRESNO","Lose"
"4510","STAN","ORG ST",23,1.14,0.9,0.82,1.13,15,14,55,"STAN","ORG ST","Lose"
"4511","EMU","NIU",-7,0.83,0.86,0.89,0.68,27,30,-24,"NIU","EMU","Win"
"4512","TOLEDO","BALL",26,1.09,0.94,0.81,0.99,58,17,33,"TOLEDO","TOLEDO","Lose"
"4513","USA","GSU",2,0.89,0.78,0.87,1.04,13,21,28,"USA","GSU","Lose"
"4514","TULANE","MEM",-10.5,1.09,1.01,1,0.92,26,56,1.11022302462516e-14,"TULANE","MEM","Lose"
"4515","FSU","BC",3,0.8,0.9,0.86,0.9,3,35,-5.99999999999999,"BC","BC","Win"
"4516","TULSA","SMU",-10,1.06,1.16,1.07,0.94,34,38,-23,"SMU","TULSA","Win"
"4517","PSU","OSU",-6,1.08,0.66,1.21,0.75,38,39,-3.99999999999999,"PSU","PSU","Lose"
"4518","UGA","UF",15,1.13,0.74,0.92,0.86,42,7,33,"UGA","UGA","Lose"
"4519","TCU","ISU",6.5,1.11,0.72,1.02,0.84,7,14,21,"TCU","ISU","Lose"
"4520","WISC","ILL",26,1.08,0.68,0.76,0.96,24,10,60,"WISC","ILL","Lose"
"4521","GT","CLEM",-14.5,1.12,0.88,1.06,0.78,10,24,-3.99999999999999,"GT","GT","Lose"
"4522","MIAFL","UNC",20.5,1.05,0.74,0.81,0.99,24,19,49,"MIAFL","UNC","Lose"
"4523","NCSU","ND",-7,1.09,0.82,1.1,0.74,14,35,-9,"ND","ND","Win"
"4524","TTU","OKLA",-19,1.09,0.92,1.24,0.95,27,49,-12,"TTU","OKLA","Lose"
"4525","OKLA ST","WVU",7,1.12,0.8,1.14,0.96,50,39,14,"OKLA ST","OKLA ST","Lose"
"4526","UCLA","WASH",-17.5,0.98,1.04,1.09,0.7,23,44,-45,"WASH","WASH","Win"
"4527","DUKE","VT",-16.5,0.86,0.81,1.03,0.72,3,24,-26,"VT","VT","Win"
"4528","WSU","ARZ",3,0.89,0.72,1.18,0.89,37,58,-12,"ARZ","ARZ","Win"
"4529","MSU","NW",2,0.88,0.72,0.86,0.85,31,39,15,"MSU","NW","Lose"
"4530","HOU","USF",-11,0.94,0.84,1.06,0.66,28,24,-30,"USF","HOU","Win"
"4531","USC","ASU",3,0.95,0.85,0.96,0.96,48,17,10,"USC","USC","Lose"
"4532","BUFF","AKR",-2.5,0.97,1.01,0.84,0.94,20,21,5.99999999999999,"BUFF","BUFF","Lose"
"4533","RUT","MICH",-24,0.85,0.88,0.83,0.74,14,35,-12,"RUT","RUT","Lose"
"4534","ARK","MISS",-3.5,0.9,1.02,0.98,1.08,38,37,-1.99999999999999,"ARK","ARK","Lose"
"4535","TEX","BAY",10,0.91,0.89,0.82,1.1,38,7,30,"TEX","TEX","Lose"
"4536","LOU","WAKE",3,1.05,0.92,1.02,0.82,32,42,-7.00000000000001,"WAKE","WAKE","Win"
"4537","UVA","PITT",-3,0.91,0.87,0.9,0.99,14,31,13,"UVA","PITT","Lose"
"4538","CAL","COL",-3,0.79,0.88,0.93,0.92,28,44,-10,"COL","COL","Win"
"4539","FIU","MARSH",-17.5,0.87,0.99,0.94,0.75,41,30,-31,"MARSH","FIU","Win"
"4540","KAN ST","KAN",25,1.02,0.9,0.76,1.13,30,20,49,"KAN ST","KAN","Lose"
"4541","AFA","CSU",-10.5,1.1,1.11,1.06,0.92,45,28,-15,"CSU","AFA","Win"
"4542","SJSU","BYU",-13.5,0.67,1.08,0.71,1,20,41,-12,"SJSU","BYU","Lose"
"4543","GSOU","TROY",-26,0.77,1.05,0.91,0.79,16,38,-40,"TROY","GSOU","Win"
"4544","APP","MASS",4,0.99,0.82,0.96,0.98,27,30,19,"APP","MASS","Lose"
"4545","LT","RICE",13,0.89,0.91,0.69,1.09,42,28,38,"LT","LT","Lose"
"4546","IND","MARY",4,0.83,0.89,0.95,0.96,39,42,-5,"MARY","MARY","Win"
"4547","VANDY","SC",-7.5,0.94,1.03,0.92,0.83,27,34,-18,"SC","VANDY","Win"
"4548","FAU","WKU",8,1.11,0.9,0.93,0.87,42,28,15,"FAU","FAU","Lose"
"4549","ULM","IDA",-2.5,1.07,1.08,0.86,0.99,23,31,12,"ULM","IDA","Lose"
"4550","UTAH","ORE",3.5,0.88,0.75,1.03,0.85,20,41,-5,"ORE","ORE","Win"
"4551","TEXST","CCU",-8,0.76,1.01,0.91,1.13,27,7,-3.00000000000001,"TEXST","TEXST","Lose"
"4552","MIZZ","CONN",12.5,0.99,1.08,0.96,1.08,52,12,3,"CONN","MIZZ","Win"
"4553","ODU","NT",-11,0.76,1.02,1,1.02,45,38,-24,"NT","ODU","Win"
"4554","MINN","IOWA",-7.5,0.95,0.79,0.9,0.83,10,17,8.99999999999999,"MINN","MINN","Lose"
"4555","UAB","USM",-13.5,1,0.87,0.91,0.75,30,12,-3,"UAB","UAB","Lose"
"4556","MISS ST","TEXAM",1.5,1.02,0.85,0.94,0.85,35,14,8.00000000000001,"MISS ST","MISS ST","Lose"
"4557","NM","WYO",2,0.96,0.95,0.83,0.83,3,42,1,"WYO","WYO","Win"
"4558","TENN","UK",-5,0.79,1.01,0.91,0.9,26,29,-23,"UK","TENN","Win"
"4559","NEB","PUR",-6.5,0.87,1,0.86,0.85,25,24,-14,"PUR","NEB","Win"
"4560","UTSA","UTEP",16.5,1.02,0.76,0.66,1.14,31,14,74,"UTSA","UTSA","Lose"
"4561","ARK ST","NMSU",6,1.02,0.84,0.9,0.94,37,21,22,"ARK ST","ARK ST","Lose"
"4562","UNLV","FRESNO",-21,1.01,1.03,1.06,0.79,26,16,-29,"FRESNO","UNLV","Win"
"4563","BOISE","USU",8,0.93,0.8,0.85,0.89,41,14,17,"BOISE","BOISE","Lose"
"4564","SDSU","HAW",9.5,0.96,0.9,1.03,1.1,28,7,13,"SDSU","SDSU","Lose"
"4565","OKLA ST","USA",29,1.33,0.79,1.01,1.26,44,7,79,"OKLA ST","OKLA ST","Lose"
"4566","OHIO","PUR",-4.5,1.26,0.37,0.66,0.92,21,44,115,"OHIO","PUR","Lose"
"4567","FRESNO","ALA",-44,1.34,0.46,0.99,0.56,10,41,45,"FRESNO","FRESNO","Lose"
"4568","OKLA","OSU",-7.5,1.49,0.72,1.2,0.71,31,16,28,"OKLA","OKLA","Lose"
"4569","AUB","CLEM",-5.5,0.99,0.58,1.35,0.8,6,14,-14,"CLEM","CLEM","Win"
"4570","PITT","PSU",-21.5,1.02,1,1.24,0.51,14,33,-71,"PSU","PITT","Win"
"4571","STAN","USC",-5,1.38,0.64,1.18,0.97,24,42,53,"STAN","USC","Lose"
"4572","CIN","MICH",-34.5,1.08,0.79,0.79,0.41,14,36,-9,"CIN","CIN","Lose"
"4573","FAU","WISC",-32,0.77,1.17,1.21,0.55,14,31,-106,"WISC","FAU","Win"
"4574","UGA","ND",-4,0.98,0.86,1.26,0.77,20,19,-37,"ND","UGA","Win"
"4575","LOU","UNC",9.5,0.92,0.66,0.85,1.01,47,35,42,"LOU","LOU","Lose"
"4576","CHAR","KAN ST",-36.5,0.58,0.9,1.56,0.83,7,55,-105,"KAN ST","KAN ST","Win"
"4577","BOISE","WSU",-10.5,0.75,0.45,1.15,0.61,44,47,-24,"WSU","BOISE","Win"
"4578","TCU","ARK",3,1.36,0.43,1.21,0.55,28,7,27,"TCU","TCU","Lose"
"4579","NW","DUKE",3,0.98,0.74,1.29,0.7,17,41,-35,"DUKE","DUKE","Win"
"4580","ECU","WVU",-24.5,0.61,1.24,0.93,1.08,20,56,-48,"WVU","WVU","Win"
"4581","BUFF","ARMY",-16.5,0.67,0.94,1.79,0.72,17,21,-134,"ARMY","BUFF","Win"
"4582","IOWA","ISU",3.5,0.74,0.59,1.07,0.78,44,41,-14,"ISU","ISU","Win"
"4583","WAKE","BC",0,1.23,0.78,0.78,0.81,34,10,48,"WAKE","WAKE","Lose"
"4584","TEXST","COL",-35.5,0.8,0.74,0.84,0.6,3,37,-18,"TEXST","TEXST","Lose"
"4585","UAB","BALL",-14.5,1.01,0.59,0.88,0.85,31,51,39,"UAB","BALL","Lose"
"4586","TULANE","NAVY",-13.5,1.33,0.76,1.17,0.77,21,23,17,"TULANE","TULANE","Lose"
"4587","IND","UVA",3,0.71,1.2,0.99,0.89,34,17,-59,"UVA","IND","Win"
"4588","MTSU","SYR",-10.5,0.66,1.14,1.08,0.65,30,23,-91,"SYR","MTSU","Win"
"4589","ODU","MASS",4,0.9,0.74,0.94,1.17,17,7,39,"ODU","ODU","Lose"
"4590","WMU","MSU",-7,0.97,1.18,0.88,0.58,14,28,-51,"MSU","MSU","Win"
"4591","EMU","RUT",-6.5,0.9,0.58,0.86,1.03,16,13,49,"EMU","EMU","Lose"
"4592","SJSU","TEX",-26.5,0.84,0.92,0.84,1.4,0,56,48,"SJSU","TEX","Lose"
"4593","CMU","KAN",-5.5,0.73,0.59,0.95,0.75,45,27,-5.99999999999999,"KAN","CMU","Win"
"4594","ULL","TULSA",-14,1.18,1.14,0.79,1.33,42,66,58,"ULL","TULSA","Lose"
"4595","NEB","ORE",-13.5,1.11,0.88,1.46,0.76,35,42,-47,"ORE","NEB","Win"
"4596","HAW","UCLA",-24,1.08,0.84,0.93,0.98,23,56,29,"HAW","UCLA","Lose"
"4597","MARSH","NCSU",-24.5,0.74,0.84,0.86,0.93,20,37,-2.99999999999999,"MARSH","MARSH","Lose"
"4598","TOLEDO","NEV",9.5,1.04,0.79,0.74,0.98,37,24,49,"TOLEDO","TOLEDO","Lose"
"4599","UNLV","IDA",-6.5,1.07,1.02,1,0.69,44,16,-26,"IDA","UNLV","Win"
"4600","NT","SMU",-13.5,1.34,0.69,1.23,0.68,32,54,10,"NT","SMU","Lose"
"4601","SC","MIZZ",-2.5,0.93,0.86,1.47,1.03,31,13,-37,"MIZZ","SC","Win"
"4602","MISS ST","LT",8.5,1.15,0.62,0.97,0.75,57,21,31,"MISS ST","MISS ST","Lose"
"4603","WKU","ILL",7,0.95,0.88,0.85,0.88,7,20,10,"WKU","ILL","Lose"
"4604","RICE","UTEP",-1.5,0.65,1.38,0.72,1.49,31,14,4.00000000000001,"RICE","RICE","Lose"
"4605","NMSU","NM",-7,0.96,1.04,1.13,0.67,30,28,-54,"NM","NMSU","Win"
"4606","MINN","ORG ST",-2,0.94,0.67,0.86,1.05,48,14,46,"MINN","MINN","Lose"
"4607","UTAH","BYU",2,1.05,0.69,0.84,0.92,19,13,44,"UTAH","UTAH","Lose"
"4608","SDSU","ASU",-3.5,1.14,0.78,1.04,0.96,30,20,28,"SDSU","SDSU","Lose"
"4609","BGSU","KENT",2,0.74,1.04,0.74,1.01,44,16,-3,"KENT","BGSU","Win"
"4610","MIAOH","OHIO",-9.5,0.91,0.87,1.05,0.83,28,45,-18,"OHIO","OHIO","Win"
"4611","CMU","WMU",-6.5,0.83,0.87,1.05,0.89,35,28,-20,"WMU","CMU","Win"
"4612","BALL","EMU",-23.5,0.81,1.04,0.84,0.87,14,56,-20,"BALL","EMU","Lose"
"4613","NIU","TOLEDO",-9,0.9,0.7,1.13,0.92,17,27,-0.999999999999979,"NIU","TOLEDO","Lose"
"4614","NAVY","TEMP",8,1.11,1.04,0.81,0.92,26,34,18,"NAVY","TEMP","Lose"
"4615","IDA","TROY",-18.5,0.89,0.98,0.94,0.8,21,24,-23,"TROY","IDA","Win"
"4616","MEM","TULSA",13,1.03,0.92,1.05,1.16,41,14,22,"MEM","MEM","Lose"
"4617","MARSH","FAU",-9.5,0.93,0.81,1.09,0.88,25,30,-9.00000000000001,"MARSH","MARSH","Lose"
"4618","UCLA","UTAH",-5,0.96,1.05,0.87,0.8,17,48,-16,"UTAH","UTAH","Win"
"4619","SC","UGA",-24,0.95,0.85,1.15,0.73,10,24,-32,"UGA","SC","Win"
"4620","LSU","ALA",-21,1.06,0.85,1.21,0.65,10,24,-35,"ALA","LSU","Win"
"4621","WAKE","ND",-14.5,1.05,0.83,1.09,0.73,37,48,-14,"WAKE","WAKE","Lose"
"4622","CLEM","NCSU",8,1.05,0.77,1.05,0.85,38,31,8,"NCSU","NCSU","Win"
"4623","OKLA","OKLA ST",-3,1.24,0.96,1.09,0.78,62,52,-3,"OKLA ST","OKLA","Win"
"4624","OSU","IOWA",18.5,1.19,0.77,0.89,0.81,24,55,34,"OSU","IOWA","Lose"
"4625","PSU","MSU",9,1.06,0.72,0.89,0.76,24,27,21,"PSU","MSU","Lose"
"4626","TEX","TCU",-7,0.92,0.85,1.06,0.73,7,24,-26,"TCU","TCU","Win"
"4627","WISC","IND",12.5,1.07,0.66,0.85,0.92,45,17,48,"WISC","WISC","Lose"
"4628","VT","MIAFL",2.5,1.03,0.7,1.02,0.72,10,28,3,"VT","MIAFL","Lose"
"4629","ORE","WASH",-17.5,1.04,0.84,1.1,0.71,3,38,-19,"WASH","WASH","Win"
"4630","AUB","TEXAM",14.5,1.06,0.77,0.9,0.87,42,27,26,"AUB","AUB","Lose"
"4631","ISU","WVU",-2.5,0.99,0.81,1.07,0.96,16,20,6.99999999999998,"ISU","WVU","Lose"
"4632","MASS","MISS ST",-28,0.94,0.95,1.02,0.81,23,34,-22,"MASS","MASS","Lose"
"4633","ARZ","USC",-7,1.19,0.89,0.97,0.86,35,49,19,"ARZ","USC","Lose"
"4634","UCF","SMU",15,1.29,0.8,1.09,0.94,31,24,34,"UCF","SMU","Lose"
"4635","STAN","WSU",-2.5,1.09,0.89,0.89,0.77,21,24,8.00000000000001,"STAN","WSU","Lose"
"4636","UF","MIZZ",-3,0.88,0.91,1.04,1.02,16,45,-5,"MIZZ","MIZZ","Win"
"4637","KAN ST","TTU",9.5,1,0.88,1.09,0.97,42,35,-1.11022302462516e-14,"TTU","TTU","Win"
"4638","WKU","VANDY",-9.5,0.91,0.89,0.95,1.04,17,31,11,"WKU","VANDY","Lose"
"4639","BAY","KAN",7.5,0.79,1.09,0.76,1.1,38,9,4,"KAN","BAY","Win"
"4640","ILL","PUR",-14,0.72,0.96,0.88,0.86,10,29,-26,"PUR","PUR","Win"
"4641","ECU","HOU",-24.5,0.83,1.22,0.94,0.85,27,52,-48,"HOU","HOU","Win"
"4642","SYR","FSU",-5,0.87,0.91,0.75,0.93,24,27,14,"SYR","SYR","Lose"
"4643","GT","UVA",10,1.07,0.9,0.9,0.88,36,40,15,"GT","UVA","Lose"
"4644","APP","ULM",9.5,0.96,0.81,1.06,1.08,45,52,17,"APP","ULM","Lose"
"4645","GSU","GSOU",4.5,0.88,0.98,0.79,1.08,21,17,19,"GSU","GSOU","Lose"
"4646","RICE","UAB",-10.5,0.72,1.1,0.99,0.86,21,52,-51,"UAB","UAB","Win"
"4647","NMSU","TEXST",9.5,0.87,0.94,0.78,0.97,45,35,12,"NMSU","NMSU","Lose"
"4648","USF","CONN",23.5,1.04,0.69,0.91,1.11,37,20,55,"USF","CONN","Lose"
"4649","MARY","RUT",2.5,0.97,0.96,0.85,0.91,24,31,7.00000000000001,"MARY","RUT","Lose"
"4650","CHAR","ODU",-7.5,0.76,1.05,0.75,1.03,0,6,-1,"CHAR","CHAR","Lose"
"4651","NT","LT",-4,1.01,0.99,0.92,0.91,24,23,1,"NT","NT","Lose"
"4652","NW","NEB",-1,0.88,0.86,0.88,1.01,31,24,15,"NW","NW","Lose"
"4653","ARMY","AFA",-6.5,1.16,1,1.12,1.1,21,0,14,"ARMY","ARMY","Lose"
"4654","MISS","UK",-3.5,0.99,1.06,0.91,0.92,37,34,-6.00000000000001,"UK","MISS","Win"
"4655","CCU","ARK",-24,0.88,1.1,0.91,1.03,38,39,-10,"CCU","CCU","Lose"
"4656","CIN","TULANE",-6.5,0.8,1.04,1.05,1.05,17,16,-24,"TULANE","CIN","Win"
"4657","ULL","USA",-5.5,0.92,1.09,0.86,0.93,19,14,-10,"USA","ULL","Win"
"4658","ORG ST","CAL",-7,0.81,1.08,0.81,0.91,23,37,-17,"CAL","CAL","Win"
"4659","USU","NM",-4,0.85,0.92,0.88,0.97,24,10,1.99999999999999,"USU","USU","Lose"
"4660","HAW","UNLV",-7.5,1,1.1,1,1.02,23,31,-8.00000000000001,"UNLV","UNLV","Win"
"4661","NEV","BOISE",-22,0.91,1.05,0.96,0.8,14,41,-30,"BOISE","BOISE","Win"
"4662","CSU","WYO",3,1.05,0.96,0.87,0.77,13,16,-0.99999999999999,"WYO","WYO","Win"
"4663","UTSA","FIU",4.5,1,0.74,0.92,0.98,7,14,32,"UTSA","FIU","Lose"
"4664","USM","TENN",-7,0.89,0.78,0.82,1,10,24,29,"USM","TENN","Lose"
"4665","UTEP","MTSU",-20.5,0.66,1.11,0.79,0.96,3,30,-28,"MTSU","MTSU","Win"
"4666","MINN","MICH",-15.5,0.92,0.8,0.87,0.75,10,33,0,"MINN","MICH","Lose"
"4667","COL","ASU",-4,0.96,0.92,0.95,0.98,30,41,6.99999999999999,"COL","ASU","Lose"
"4668","SDSU","SJSU",23.5,0.98,0.89,0.67,1.08,52,7,50,"SDSU","SDSU","Lose"
"4669","BYU","FRESNO",-14.5,0.76,0.96,1.04,0.8,13,20,-44,"FRESNO","BYU","Win"
"4670","AKR","MIAOH",-6.5,0.86,0.94,0.9,0.91,14,24,-6.99999999999999,"MIAOH","MIAOH","Win"
"4671","BGSU","BUFF",-8,0.79,0.99,0.97,1.01,28,38,-16,"BUFF","BUFF","Win"
"4672","KENT","WMU",-22.5,0.71,1.03,1.02,0.88,20,48,-46,"WMU","WMU","Win"
"4673","TOLEDO","OHIO",3.5,1.13,0.9,1.07,0.83,10,38,-1.00000000000002,"OHIO","OHIO","Win"
"4674","EMU","CMU",2,0.89,0.87,0.84,0.86,30,42,4,"EMU","CMU","Lose"
"4675","BALL","NIU",-32.5,0.81,1.08,0.89,0.75,17,63,-41,"NIU","NIU","Win"
"4676","GSOU","APP",-17.5,0.8,1.05,0.99,0.86,6,27,-38,"APP","APP","Win"
"4677","UNC","PITT",-9,0.78,0.97,0.91,0.96,34,31,-14,"PITT","UNC","Win"
"4678","WASH","STAN",6,1.1,0.71,1.05,0.89,22,30,23,"WASH","STAN","Lose"
"4679","TEMP","CIN",3,0.84,0.92,0.83,1.04,35,24,13,"TEMP","TEMP","Lose"
"4680","BYU","UNLV",-4,0.76,0.97,1.05,1,31,21,-26,"UNLV","BYU","Win"
"4681","UGA","AUB",3.5,1.14,0.73,1.07,0.79,17,40,13,"UGA","AUB","Lose"
"4682","ALA","MISS ST",14.5,1.19,0.66,1,0.81,31,24,34,"ALA","MISS ST","Lose"
"4683","ND","MIAFL",3,1.11,0.77,1.01,0.71,8,41,4,"ND","MIAFL","Lose"
"4684","FSU","CLEM",-16,0.78,0.92,1.05,0.79,14,31,-40,"CLEM","CLEM","Win"
"4685","TCU","OKLA",-7,1.05,0.72,1.25,0.97,20,38,5,"TCU","OKLA","Lose"
"4686","IOWA","WISC",-12.5,0.93,0.81,1.07,0.66,14,38,-29,"WISC","WISC","Win"
"4687","USC","COL",13.5,1,0.85,0.95,0.94,38,24,14,"USC","USC","Lose"
"4688","MSU","OSU",-14,0.89,0.77,1.15,0.83,3,48,-20,"OSU","OSU","Win"
"4689","RUT","PSU",-30.5,0.86,0.92,1.03,0.74,6,35,-35,"PSU","RUT","Win"
"4690","OKLA ST","ISU",6.5,1.08,0.84,0.98,0.84,49,42,10,"OKLA ST","OKLA ST","Lose"
"4691","VT","GT",3,0.99,0.72,1.22,0.88,22,28,-6.99999999999999,"GT","GT","Win"
"4692","CONN","UCF",-40.5,0.92,1.1,1.24,0.81,24,49,-61,"UCF","CONN","Win"
"4693","WSU","UTAH",1,0.9,0.76,0.91,0.81,33,25,4,"WSU","WSU","Lose"
"4694","NCSU","BC",2.5,1.03,0.87,0.88,0.87,17,14,15,"NCSU","NCSU","Lose"
"4695","ARK","LSU",-17,0.94,1.03,1.02,0.86,10,33,-25,"LSU","LSU","Win"
"4696","PUR","NW",-6,0.9,0.85,0.89,0.85,13,23,1,"PUR","NW","Lose"
"4697","DUKE","ARMY",3,0.83,0.83,1.17,0.98,16,21,-19,"ARMY","ARMY","Win"
"4698","TTU","BAY",7.5,1.08,0.98,0.84,1.04,38,24,30,"TTU","TTU","Lose"
"4699","ULL","MISS",-19.5,0.94,1.05,1.01,1.07,22,50,-5,"ULL","MISS","Lose"
"4700","UF","SC",-8.5,0.86,0.96,0.92,0.88,20,28,-14,"SC","UF","Win"
"4701","IND","ILL",9,0.83,0.94,0.72,0.97,24,14,14,"IND","IND","Lose"
"4702","NEB","MINN",-2.5,0.86,1,0.9,0.85,21,54,-19,"MINN","MINN","Win"
"4703","MTSU","CHAR",13.5,0.81,0.93,0.76,1.03,35,21,15,"MTSU","MTSU","Lose"
"4704","WAKE","SYR",0,1.05,0.88,0.87,0.92,64,43,22,"WAKE","WAKE","Lose"
"4705","UVA","LOU",-10.5,0.88,0.88,1.04,0.96,21,38,-8.00000000000001,"UVA","LOU","Lose"
"4706","MICH","MARY",15.5,0.91,0.74,0.97,0.96,35,10,16,"MICH","MICH","Lose"
