"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"4707","WVU","KAN ST",-2.5,1.07,0.95,1,0.9,28,23,2.00000000000001,"WVU","WVU","Lose"
"4708","SMU","NAVY",-4.5,1.06,0.94,1.09,1.05,40,43,8.00000000000001,"SMU","SMU","Lose"
"4709","FAU","LT",6.5,1.1,0.87,0.92,0.91,48,23,22,"FAU","FAU","Lose"
"4710","USM","RICE",10.5,0.86,0.8,0.75,1.13,43,34,44,"USM","RICE","Lose"
"4711","GSU","TEXST",5.5,0.88,0.96,0.79,0.99,33,30,12,"GSU","TEXST","Lose"
"4712","SJSU","NEV",-20.5,0.66,1.11,0.89,1.07,14,59,-27,"NEV","NEV","Win"
"4713","UK","VANDY",-3,0.95,0.94,0.97,1,44,21,4,"UK","UK","Lose"
"4714","TROY","CCU",17,0.94,0.83,0.91,1.11,42,17,31,"TROY","TROY","Lose"
"4715","ARK ST","USA",11.5,1.01,0.82,0.85,0.94,19,24,28,"ARK ST","USA","Lose"
"4716","UTEP","NT",-23.5,0.66,1.09,1,0.98,10,45,-45,"NT","NT","Win"
"4717","KAN","TEX",-33.5,0.74,1.11,0.89,0.87,27,42,-39,"TEX","KAN","Win"
"4718","WKU","MARSH",-12.5,0.89,0.92,0.91,0.84,23,30,-10,"WKU","WKU","Lose"
"4719","UAB","UTSA",-7,1.04,0.86,0.97,0.75,24,19,-3.99999999999999,"UAB","UAB","Lose"
"4720","TULANE","ECU",5,1.04,1.05,0.83,1.25,31,24,41,"TULANE","TULANE","Lose"
"4721","NM","TEXAM",-19,0.86,0.96,0.9,0.91,14,55,-9,"NM","TEXAM","Lose"
"4722","ODU","FIU",-9.5,0.76,1,0.9,0.95,37,30,-19,"FIU","ODU","Win"
"4723","TENN","MIZZ",-11,0.84,0.95,1.07,1,17,50,-18,"MIZZ","MIZZ","Win"
"4724","ASU","UCLA",-3,0.97,0.97,0.96,1.07,37,44,11,"ASU","UCLA","Lose"
"4725","ORG ST","ARZ",-23,0.83,1.09,1.14,0.93,28,49,-47,"ARZ","ORG ST","Win"
"4726","WYO","AFA",-3,0.87,0.79,1.1,1.11,28,14,9,"WYO","WYO","Lose"
"4727","BOISE","CSU",5.5,1,0.8,1.04,0.95,59,52,11,"BOISE","BOISE","Lose"
"4728","FRESNO","HAW",9.5,1.04,0.8,0.99,1.09,31,21,34,"FRESNO","FRESNO","Lose"
"4729","CMU","KENT",18.5,0.86,0.84,0.7,1.02,42,23,34,"CMU","CMU","Lose"
"4730","OHIO","AKR",13.5,1.07,0.83,0.85,0.94,34,37,33,"OHIO","AKR","Lose"
"4731","EMU","MIAOH",-3,0.86,0.89,0.91,0.9,27,24,-4,"MIAOH","EMU","Win"
"4732","WMU","NIU",-9.5,1.01,0.87,0.91,0.74,31,35,-3,"WMU","WMU","Lose"
"4733","TOLEDO","BGSU",17,1.1,0.92,0.79,1,66,37,39,"TOLEDO","TOLEDO","Lose"
"4734","BUFF","BALL",20.5,0.98,1,0.8,1.09,40,24,27,"BUFF","BALL","Lose"
"4735","TULSA","USF",-22,1.03,1.16,1.04,0.7,20,27,-47,"USF","TULSA","Win"
"4736","MTSU","WKU",3,0.84,0.93,0.88,0.91,38,41,-6.00000000000001,"WKU","WKU","Win"
"4737","UNLV","NM",0,0.99,1.02,0.85,1,38,35,12,"UNLV","UNLV","Lose"
"4738","UVA","MIAFL",-19.5,0.87,0.9,1.02,0.69,28,44,-36,"MIAFL","UVA","Win"
"4739","OKLA","KAN",36,1.25,0.97,0.73,1.1,41,3,65,"OKLA","OKLA","Lose"
"4740","MICH","WISC",-7.5,0.93,0.73,1.06,0.62,10,24,-24,"WISC","WISC","Win"
"4741","ULM","AUB",-36.5,1.08,1.1,1.08,0.78,14,42,-32,"ULM","ULM","Lose"
"4742","UK","UGA",-21.5,0.97,0.92,1.11,0.77,13,42,-29,"UGA","UGA","Win"
"4743","NAVY","ND",-18,1.11,1.04,1.06,0.8,17,24,-19,"ND","NAVY","Win"
"4744","ILL","OSU",-40.5,0.71,0.96,1.16,0.79,14,52,-62,"OSU","ILL","Win"
"4745","NEB","PSU",-27,0.87,1.04,1.04,0.74,44,56,-47,"PSU","NEB","Win"
"4746","UCLA","USC",-16,0.96,1.06,1.01,0.85,23,28,-26,"USC","UCLA","Win"
"4747","TCU","TTU",7.5,1.05,0.78,1.07,0.96,27,3,16,"TCU","TCU","Lose"
"4748","KAN ST","OKLA ST",-20,0.98,0.89,1.09,0.86,45,40,-14,"KAN ST","KAN ST","Lose"
"4749","UCF","TEMP",14,1.24,0.82,0.85,0.93,45,19,50,"UCF","UCF","Lose"
"4750","MISS ST","ARK",11.5,1,0.85,0.92,1.06,28,21,29,"MISS ST","ARK","Lose"
"4751","MARY","MSU",-16,0.94,0.97,0.85,0.81,7,17,-6.99999999999999,"MARY","MARY","Lose"
"4752","UTAH","WASH",-17,0.87,0.8,1.09,0.75,30,33,-27,"WASH","UTAH","Win"
"4753","NCSU","WAKE",-2,1,0.86,1.08,0.89,24,30,-5,"WAKE","WAKE","Win"
"4754","LSU","TENN",16.5,1.05,0.85,0.8,0.98,30,10,38,"LSU","LSU","Lose"
"4755","SMU","MEM",-11.5,1.06,0.98,1.05,0.9,45,66,-6.99999999999999,"SMU","MEM","Lose"
"4756","CAL","STAN",-16,0.84,0.92,1.05,0.9,14,17,-23,"STAN","CAL","Win"
"4757","MINN","NW",-7.5,0.94,0.86,0.89,0.84,0,39,2.99999999999999,"MINN","NW","Lose"
"4758","AFA","BOISE",-17.5,1.06,1.1,1.01,0.84,19,44,-21,"BOISE","BOISE","Win"
"4759","CIN","ECU",3,0.84,1.03,0.83,1.22,20,48,20,"CIN","ECU","Lose"
"4760","TEX","WVU",-4,0.9,0.84,1.05,0.93,28,14,-5.99999999999999,"WVU","TEX","Win"
"4761","RUT","IND",-11,0.84,0.94,0.84,0.92,0,41,-1.99999999999999,"RUT","IND","Lose"
"4762","PITT","VT",-15.5,0.92,0.97,0.98,0.76,14,20,-27,"VT","PITT","Win"
"4763","RICE","ODU",-9.5,0.79,1.15,0.8,1,21,24,-16,"ODU","RICE","Win"
"4764","FRESNO","WYO",2.5,1.03,0.8,0.88,0.79,13,7,14,"FRESNO","FRESNO","Lose"
"4765","ISU","BAY",10.5,0.99,0.88,0.83,1.04,23,13,32,"ISU","BAY","Lose"
"4766","ASU","ORG ST",7.5,0.98,0.98,0.84,1.12,40,24,28,"ASU","ASU","Lose"
"4767","CHAR","USM",-16.5,0.78,1.04,0.9,0.84,21,66,-32,"USM","USM","Win"
"4768","LT","UTEP",17,0.91,0.95,0.66,1.1,42,21,40,"LT","LT","Lose"
"4769","HAW","USU",-10.5,0.97,1.07,0.85,0.9,0,38,-5,"HAW","USU","Lose"
"4770","MASS","BYU",-4.5,0.94,0.92,0.8,0.97,16,10,19,"MASS","MASS","Lose"
"4771","TEXST","ARK ST",-26.5,0.81,0.99,0.95,0.81,12,30,-32,"ARK ST","TEXST","Win"
"4772","USA","GSOU",6,0.84,0.9,0.8,1.06,0,52,20,"USA","GSOU","Lose"
"4773","SJSU","CSU",-33,0.65,1.11,1.05,0.97,14,42,-54,"CSU","SJSU","Win"
"4774","SYR","LOU",-13,0.87,0.97,1.04,0.95,10,56,-19,"LOU","LOU","Win"
"4775","GT","DUKE",7.5,1.05,0.88,0.82,0.85,20,43,20,"GT","DUKE","Lose"
"4776","PUR","IOWA",-9,0.89,0.85,0.88,0.81,24,15,-2.99999999999999,"PUR","PUR","Lose"
"4777","UAB","UF",-10.5,1.03,0.83,0.83,0.95,7,36,32,"UAB","UF","Lose"
"4778","HOU","TULANE",9.5,0.98,0.85,1.04,1.01,17,20,10,"HOU","TULANE","Lose"
"4779","CCU","IDA",-7.5,0.88,1.1,0.9,0.98,13,7,-14,"IDA","CCU","Win"
"4780","NMSU","ULL",4,0.9,0.92,0.95,1.08,34,47,11,"NMSU","ULL","Lose"
"4781","ARMY","NT",-3.5,1.16,0.96,1.01,0.95,49,52,14,"ARMY","ARMY","Lose"
"4782","ARZ","ORE",-3,1.18,0.93,1.01,0.87,28,48,11,"ARZ","ORE","Lose"
"4783","TEXAM","MISS",-3,0.94,0.89,1.04,1.07,31,24,8,"TEXAM","TEXAM","Lose"
"4784","CONN","BC",-21.5,0.92,1.11,0.87,0.85,39,16,-21,"CONN","CONN","Lose"
"4785","MARSH","UTSA",0,0.91,0.84,0.93,0.77,7,9,-9,"UTSA","UTSA","Win"
"4786","FIU","FAU",-14.5,0.91,0.97,1.12,0.87,24,52,-31,"FAU","FAU","Win"
"4787","MIZZ","VANDY",9.5,1.08,0.95,0.95,1.02,45,17,20,"MIZZ","MIZZ","Lose"
"4788","NEV","SDSU",-15,0.93,1.02,1.03,0.87,23,42,-25,"SDSU","SDSU","Win"
"4789","BGSU","EMU",-13,0.81,1.04,0.87,0.9,31,34,-20,"EMU","BGSU","Win"
"4790","KENT","AKR",-15.5,0.72,1.03,0.88,0.94,14,24,-25,"AKR","KENT","Win"
"4791","MIAOH","BALL",18,0.91,0.9,0.81,1.1,28,7,30,"MIAOH","MIAOH","Lose"
"4792","MISS","MISS ST",-16,1.02,1.06,1,0.85,31,28,-19,"MISS ST","MISS","Win"
"4793","MIAFL","PITT",13.5,1.02,0.71,0.91,0.96,14,24,36,"MIAFL","PITT","Lose"
"4794","BAY","TCU",-24.5,0.83,1.04,1.04,0.77,22,45,-48,"TCU","BAY","Win"
"4795","USF","UCF",-10,1.02,0.74,1.23,0.79,42,49,-16,"UCF","USF","Win"
"4796","VT","UVA",7,0.97,0.76,0.88,0.91,10,0,24,"VT","VT","Lose"
"4797","WMU","TOLEDO",-13.5,1.01,0.88,1.14,0.93,10,37,-7.99999999999998,"WMU","TOLEDO","Lose"
"4798","NIU","CMU",3,0.92,0.76,0.88,0.84,24,31,12,"NIU","CMU","Lose"
"4799","NAVY","HOU",-4,1.09,0.93,0.98,0.86,14,24,4,"NAVY","HOU","Lose"
"4800","OHIO","BUFF",4.5,1.05,0.85,1,0.99,24,31,19,"OHIO","BUFF","Lose"
"4801","MIZZ","ARK",9.5,1.08,0.92,0.92,1.05,48,45,29,"MIZZ","ARK","Lose"
"4802","NM","SDSU",-21,0.88,1.01,1.04,0.87,10,35,-30,"SDSU","SDSU","Win"
"4803","TEXST","TROY",-24.5,0.79,0.99,0.95,0.81,9,62,-34,"TROY","TROY","Win"
"4804","IOWA","NEB",4.5,0.86,0.82,0.9,1.07,56,14,21,"IOWA","IOWA","Lose"
"4805","WKU","FIU",2.5,0.89,0.92,0.91,1.01,17,41,6.99999999999999,"WKU","FIU","Lose"
"4806","TTU","TEX",-10,1.04,0.95,0.92,0.83,27,23,0,"TTU","TTU","Lose"
"4807","CAL","UCLA",-7,0.84,0.92,0.95,1.06,27,30,3,"CAL","CAL","Lose"
"4808","ALA","AUB",4.5,1.21,0.68,1.09,0.77,14,26,21,"ALA","AUB","Lose"
"4809","CLEM","SC",13.5,1.07,0.76,0.94,0.84,34,10,21,"CLEM","CLEM","Lose"
"4810","WVU","OKLA",-23,1.03,0.94,1.24,0.93,31,59,-22,"WVU","OKLA","Lose"
"4811","WISC","MINN",18,1.04,0.63,0.89,0.92,31,0,44,"WISC","WISC","Lose"
"4812","UGA","GT",11,1.13,0.78,1.05,0.92,38,7,22,"UGA","UGA","Lose"
"4813","ND","STAN",3,1.06,0.82,1.05,0.9,20,38,9.00000000000001,"ND","STAN","Lose"
"4814","OSU","MICH",12,1.16,0.78,0.91,0.74,31,20,21,"OSU","MICH","Lose"
"4815","PSU","MARY",22,1.07,0.77,0.94,0.97,66,3,33,"PSU","PSU","Lose"
"4816","WSU","WASH",-10.5,0.88,0.73,1.1,0.77,14,41,-18,"WASH","WASH","Win"
"4817","MSU","RUT",14,0.86,0.8,0.82,0.96,40,7,20,"MSU","MSU","Lose"
"4818","TEXAM","LSU",-10,0.95,0.89,1.06,0.84,21,45,-16,"LSU","LSU","Win"
"4819","KAN","OKLA ST",-41.5,0.72,1.11,1.08,0.88,17,58,-59,"OKLA ST","KAN","Win"
"4820","ECU","MEM",-28.5,0.86,1.2,1.09,0.92,13,70,-51,"MEM","MEM","Win"
"4821","NW","ILL",17,0.92,0.81,0.71,0.98,42,7,38,"NW","NW","Lose"
"4822","BOISE","FRESNO",7,1.03,0.83,1.02,0.79,17,28,-2.99999999999999,"FRESNO","FRESNO","Win"
"4823","FSU","UF",6,0.84,0.88,0.85,0.92,38,22,3,"UF","FSU","Win"
"4824","LOU","UK",10,1.08,0.91,0.96,0.96,44,17,17,"LOU","LOU","Lose"
"4825","IND","PUR",-3,0.87,0.89,0.89,0.83,24,31,-8.00000000000001,"PUR","PUR","Win"
"4826","CONN","CIN",-5.5,0.9,1.11,0.85,1.05,21,22,-1,"CONN","CONN","Lose"
"4827","TULANE","SMU",-7.5,1.03,1.01,1.05,1.02,38,41,-1,"TULANE","TULANE","Lose"
"4828","BC","SYR",3.5,0.89,0.84,0.85,1.01,42,14,21,"BC","BC","Lose"
"4829","DUKE","WAKE",-11.5,0.86,0.87,1.08,0.88,31,23,-21,"WAKE","DUKE","Win"
"4830","NT","RICE",11,1.03,0.99,0.8,1.14,30,14,38,"NT","NT","Lose"
"4831","UTEP","UAB",-21.5,0.68,1.1,0.99,0.85,7,28,-56,"UAB","UTEP","Win"
"4832","APP","GSU",7,1,0.85,0.89,0.96,31,10,22,"APP","APP","Lose"
"4833","FAU","CHAR",22.5,1.14,0.87,0.77,1.07,31,12,57,"FAU","CHAR","Lose"
"4834","USM","MARSH",-3,0.94,0.82,0.9,0.83,28,27,4.99999999999999,"USM","USM","Lose"
"4835","ODU","MTSU",-12,0.82,0.99,0.86,0.93,10,41,-10,"ODU","MTSU","Lose"
"4836","ARK ST","ULM",8,0.97,0.79,1.04,1.11,67,50,25,"ARK ST","ARK ST","Lose"
"4837","UNLV","NEV",-3,1.01,1.04,0.92,1.03,16,23,8,"UNLV","NEV","Lose"
"4838","UNC","NCSU",-16.5,0.86,0.95,0.98,0.87,21,33,-20,"NCSU","UNC","Win"
"4839","ISU","KAN ST",-3,0.99,0.87,0.99,0.9,19,20,3,"ISU","ISU","Lose"
"4840","VANDY","TENN",-2,0.91,1.03,0.79,0.99,42,24,8,"VANDY","VANDY","Lose"
"4841","TEMP","TULSA",5,0.83,0.94,1.01,1.13,43,22,0.99999999999999,"TULSA","TEMP","Win"
"4842","IDA","NMSU",-10,0.89,0.96,0.9,0.95,10,17,-2,"IDA","IDA","Lose"
"4843","ARZ","ASU",1.5,1.14,0.96,0.99,0.96,30,42,15,"ARZ","ASU","Lose"
"4844","GSOU","ULL",-7,0.86,1,0.97,1.06,34,24,-4.99999999999999,"GSOU","GSOU","Lose"
"4845","WYO","SJSU",20,0.87,0.8,0.67,1.13,17,20,53,"WYO","SJSU","Lose"
"4846","ORG ST","ORE",-26,0.84,1.13,1.04,0.86,10,69,-47,"ORE","ORE","Win"
"4847","UTSA","LT",0,0.91,0.77,0.93,0.94,6,20,15,"UTSA","LT","Lose"
"4848","BYU","HAW",3.5,0.77,0.96,0.94,1.09,30,20,-3.99999999999998,"HAW","BYU","Win"
"4849","COL","UTAH",-10.5,0.94,0.96,0.88,0.83,13,34,-7.00000000000001,"COL","UTAH","Lose"
"4850","USU","AFA",-1,0.88,0.88,1.04,1.11,35,38,7.00000000000001,"USU","AFA","Lose"
"4851","STAN","USC",-3.5,1.05,0.88,1.01,0.85,28,31,1,"STAN","STAN","Lose"
"4852","MIAFL","CLEM",-9.5,0.99,0.72,1.06,0.75,3,38,-4,"MIAFL","CLEM","Lose"
"4853","UGA","AUB",-3,1.15,0.78,1.09,0.78,7,28,5.99999999999998,"UGA","AUB","Lose"
"4854","TCU","OKLA",-7,1.05,0.77,1.28,0.94,17,41,-6.00000000000001,"TCU","OKLA","Lose"
"4855","OSU","WISC",7,1.16,0.79,1.06,0.64,27,21,-5.00000000000002,"WISC","WISC","Win"
"4856","MEM","UCF",-7.5,1.13,0.89,1.21,0.82,55,62,-15,"UCF","MEM","Win"
"4857","FRESNO","BOISE",-8.5,1.02,0.81,1.03,0.86,14,17,3.99999999999999,"FRESNO","FRESNO","Lose"
"4858","AKR","TOLEDO",-21.5,0.86,0.92,1.14,0.91,28,45,-29,"TOLEDO","AKR","Win"
"4859","NT","FAU",-11.5,1.02,0.98,1.13,0.87,17,41,-22,"FAU","FAU","Win"
"4860","MASS","FIU",-1.5,0.93,0.88,0.93,0.98,45,63,10,"MASS","FIU","Lose"
"4861","ULM","FSU",-27,1.03,1.13,0.83,0.85,10,42,-7.99999999999998,"ULM","FSU","Lose"
"4862","GSOU","CCU",2,0.89,0.99,0.87,1.08,17,28,11,"GSOU","CCU","Lose"
"4863","IDA","GSU",-4,0.86,0.93,0.88,0.97,24,10,1.99999999999999,"IDA","IDA","Lose"
"4864","ULL","APP",-15,0.96,1.07,1.01,0.85,14,63,-27,"APP","APP","Win"
"4865","USA","NMSU",-10,0.8,0.95,0.88,0.91,17,22,-12,"NMSU","USA","Win"
"4866","TROY","ARK ST",-1,1,0.79,1,0.82,32,25,2.99999999999999,"TROY","TROY","Lose"
"4867","ARMY","NAVY",-3,1.18,0.99,1.08,1.04,14,13,15,"ARMY","ARMY","Lose"
"4868","BOISE","ORE",-7,1.02,0.85,1.06,0.84,38,28,-5,"BOISE","BOISE","Lose"
"4869","TROY","NT",7,0.98,0.8,1,1,50,30,18,"TROY","TROY","Lose"
"4870","WKU","GSU",6.5,0.88,0.94,0.86,0.97,17,27,5,"GSU","GSU","Win"
"4871","MARSH","CSU",-5.5,0.89,0.84,1.07,0.96,31,28,-6.00000000000001,"CSU","MARSH","Win"
"4872","MTSU","ARK ST",-3.5,0.88,0.93,0.99,0.81,35,30,-23,"ARK ST","MTSU","Win"
"4873","AKR","FAU",-22.5,0.86,0.92,1.14,0.87,3,50,-33,"FAU","FAU","Win"
"4874","LT","SMU",-5,0.94,0.92,1.06,1.02,51,10,-2.00000000000001,"LT","LT","Lose"
"4875","TEMP","FIU",7,0.86,0.93,0.97,0.99,28,3,-5,"FIU","TEMP","Win"
"4876","UAB","OHIO",-7.5,1,0.84,1.04,0.87,6,41,-1,"UAB","OHIO","Lose"
"4877","CMU","WYO",0,0.89,0.83,0.85,0.8,14,37,1.00000000000001,"CMU","WYO","Lose"
"4878","TTU","USF",-2.5,1.01,0.93,1.02,0.78,34,38,-16,"USF","USF","Win"
"4879","SDSU","ARMY",7,1.05,0.85,1.18,1,35,42,2.00000000000001,"ARMY","ARMY","Win"
"4880","APP","TOLEDO",-6,1.06,0.84,1.12,0.9,34,0,0,"APP","APP","Lose"
"4881","FRESNO","HOU",-1.5,1.01,0.82,0.98,0.86,33,27,7.00000000000001,"FRESNO","FRESNO","Lose"
"4882","UTAH","WVU",6.5,0.9,0.84,1.02,0.99,30,14,3,"WVU","UTAH","Win"
"4883","DUKE","NIU",5.5,0.85,0.85,0.9,0.77,36,14,-13,"NIU","DUKE","Win"
"4884","KAN ST","UCLA",2.5,1,0.91,0.95,1.04,35,17,18,"KAN ST","KAN ST","Lose"
"4885","USM","FSU",-17,0.94,0.82,0.87,0.84,13,42,9,"USM","FSU","Lose"
"4886","IOWA","BC",3,0.91,0.81,0.92,0.84,27,20,1.99999999999999,"BC","IOWA","Win"
"4887","ARZ","PUR",3,1.14,0.97,0.9,0.83,35,38,9.99999999999999,"ARZ","PUR","Lose"
"4888","TEX","MIZZ",-2.5,0.89,0.82,1.08,0.94,33,16,-7.00000000000001,"MIZZ","TEX","Win"
"4889","STAN","TCU",-3,1.06,0.91,1.03,0.8,37,39,-8,"TCU","STAN","Win"
"4890","WSU","MSU",0,0.86,0.77,0.88,0.78,17,42,-1,"MSU","MSU","Win"
"4891","VT","OKLA ST",-5,0.96,0.75,1.09,0.87,21,30,-1.00000000000001,"VT","OKLA ST","Lose"
"4892","UVA","NAVY",-1,0.86,0.91,1.13,1.05,7,49,-13,"NAVY","NAVY","Win"
"4893","USC","OSU",-7.5,1.03,0.87,1.14,0.78,7,24,-20,"OSU","OSU","Win"
"4894","UK","NW",-8,0.96,0.99,0.94,0.79,23,24,-18,"NW","UK","Win"
"4895","NCSU","ASU",6.5,0.99,0.86,1,0.97,52,31,10,"NCSU","NCSU","Lose"
"4896","WAKE","TEXAM",3.5,1.05,0.88,0.92,0.92,55,52,17,"WAKE","TEXAM","Lose"
"4897","USU","NMSU",4,0.9,0.9,0.88,0.89,26,20,1,"NMSU","USU","Win"
"4898","WISC","MIAFL",4.5,1.02,0.66,0.99,0.72,34,24,9,"WISC","WISC","Lose"
"4899","WASH","PSU",-2,1.12,0.76,1.09,0.76,28,35,3,"WASH","PSU","Lose"
"4900","ISU","MEM",-4.5,0.99,0.89,1.13,0.92,21,20,-11,"MEM","ISU","Win"
"4901","LOU","MISS ST",7,1.1,0.91,0.97,0.85,27,31,7.00000000000001,"LOU","MISS ST","Lose"
"4902","ALA","CLEM",3,1.19,0.72,1.06,0.75,24,6,16,"ALA","ALA","Lose"
"4903","UGA","OKLA",2.5,1.15,0.77,1.27,0.93,54,48,3.99999999999999,"UGA","UGA","Lose"
"4904","UCF","AUB",-9.5,1.21,0.85,1.06,0.81,34,27,11,"UCF","UCF","Lose"
"4905","ND","LSU",-3,1.03,0.84,1.06,0.82,21,17,-5,"LSU","ND","Win"
"4906","MICH","SC",7,0.91,0.77,0.92,0.86,19,26,8,"MICH","SC","Lose"
"4907","ALA","UGA",6,1.19,0.72,1.15,0.77,26,23,9.00000000000001,"ALA","UGA","Lose"
"4908","FAU","ECU",-20.5,0.68,1.09,1.21,1.1,13,31,-52,"ECU","FAU","Win"
"4909","WAKE","BC",3,0.93,0.28,1.05,0.65,24,10,25,"WAKE","WAKE","Lose"
"4910","UCF","FIU",24,1.21,0.71,0.61,1.17,38,10,106,"UCF","UCF","Lose"
"4911","ORE","UVA",23.5,1.58,0.61,0.72,0.75,59,10,100,"ORE","ORE","Lose"
"4912","SDSU","OSU",-28,0.46,1.04,1.06,0.83,7,42,-81,"OSU","OSU","Win"
"4913","SC","UGA",-3.5,1.14,0.69,1.13,1.08,30,41,40,"SC","UGA","Lose"
"4914","UAB","LSU",-34.5,1.04,1.1,0.97,0.76,17,56,-27,"UAB","LSU","Lose"
"4915","UF","MIAFL",3,1.05,0.53,1.09,0.68,16,21,11,"UF","MIAFL","Lose"
"4916","OKLA ST","UTSA",27,1.01,0.61,0.96,0.89,56,35,33,"OKLA ST","UTSA","Lose"
"4917","ND","MICH",-4,1.23,0.76,1.14,0.51,30,41,-16,"MICH","MICH","Win"
"4918","TEX","BYU",7,1.35,0.72,0.75,0.72,21,40,60,"TEX","BYU","Lose"
"4919","WVU","OKLA",-21,1.01,0.95,0.96,0.59,7,16,-31,"OKLA","WVU","Win"
"4920","SYR","NW",-16.5,0.6,0.72,0.92,0.77,27,48,-27,"NW","NW","Win"
"4921","USM","NEB",-28,0.42,0.79,1.1,1.13,13,56,-34,"NEB","NEB","Win"
"4922","BUFF","BAY",-27.5,0.83,1.06,1.38,0.56,70,13,-105,"BAY","BUFF","Win"
"4923","WSU","USC",-16,0.7,0.95,0.78,0.41,10,7,-62,"USC","WSU","Win"
"4924","MIAOH","UK",-17,0.78,1.11,0.96,1.12,7,41,-17,"MIAOH","UK","Lose"
"4925","USF","MSU",-23,0.72,1.12,0.75,0.4,6,21,-75,"MSU","USF","Win"
"4926","EMU","PSU",-24,1.05,0.88,0.72,0.6,7,45,5,"EMU","PSU","Lose"
"4927","HOU","TEMP",3,1.3,0.81,0.76,1.23,22,13,96,"HOU","HOU","Lose"
"4928","CIN","ILL",8.5,1.02,0.46,0.99,1.01,17,45,58,"CIN","ILL","Lose"
"4929","BGSU","KENT",6.5,0.89,0.75,0.95,0.89,41,22,8.00000000000001,"BGSU","BGSU","Lose"
"4930","WKU","TENN",-13.5,1.12,0.96,1.19,0.55,20,52,-48,"TENN","TENN","Win"
"4931","MTSU","UNC",-17.5,1.08,0.79,0.69,1.14,20,40,74,"MTSU","UNC","Lose"
"4932","ARMY","BALL",-8.5,1.33,0.98,1.18,0.92,14,40,9.00000000000002,"ARMY","BALL","Lose"
"4933","USU","AFA",9,1.03,1.01,1.25,0.95,52,20,-28,"AFA","USU","Win"
"4934","TOLEDO","MIZZ",-16,0.53,1.05,1.27,0.65,23,38,-114,"MIZZ","TOLEDO","Win"
"4935","USA","TULANE",-6,0.93,0.93,1.11,0.53,41,39,-58,"TULANE","USA","Win"
"4936","IDA","WYO",-28,0.73,1.16,1.13,1.1,10,42,-46,"WYO","WYO","Win"
"4937","ULL","KAN ST",-11,0.76,1.16,0.89,0.93,27,48,-36,"KAN ST","KAN ST","Win"
"4938","NT","OHIO",-4,1.16,0.73,0.75,1.37,21,27,105,"NT","OHIO","Lose"
"4939","CSU","TULSA",-10.5,0.89,1.04,0.75,0.89,27,30,-1,"CSU","CSU","Lose"
"4940","ARK ST","AUB",-10.5,1.49,0.56,0.95,0.7,9,38,68,"ARK ST","AUB","Lose"
"4941","HAW","ORG ST",-27,0.41,0.78,1.37,1.35,14,33,-39,"ORG ST","HAW","Win"
"4942","MINN","NMSU",15,1,0.84,0.72,1.35,44,21,79,"MINN","MINN","Lose"
"4943","NM","UTEP",0,0,0,0,0,42,35,0,"UTEP","NM","Win"
"4944","ARZ","UNLV",10.5,1.42,0.55,0.84,1,58,13,103,"ARZ","ARZ","Lose"
"4945","TCU","TTU",3,0.98,0.87,1.07,0.82,10,20,-14,"TTU","TTU","Win"
"4946","TROY","ARK ST",-7.5,1.26,0.76,1.1,0.89,34,41,29,"TROY","TROY","Lose"
"4947","TULANE","LT",-7,0.99,0.71,0.84,0.9,24,15,34,"TULANE","TULANE","Lose"
"4948","AFA","BOISE",-23,1.07,1.09,0.97,0.88,20,42,-11,"AFA","AFA","Lose"
"4949","ALA","TEXAM",7,0.68,0.64,1.32,0.93,49,42,-35,"TEXAM","TEXAM","Win"
"4950","TENN","ORE",-28,1.18,0.49,1.48,0.61,14,59,-18,"TENN","ORE","Lose"
"4951","OSU","CAL",21.5,1.13,0.68,0.87,0.96,52,34,54,"OSU","CAL","Lose"
"4952","STAN","ARMY",28.5,1.09,0.72,1.01,1,34,20,36,"STAN","ARMY","Lose"
"4953","LOU","UK",13.5,1.3,0.72,1.13,0.94,27,13,39,"LOU","LOU","Lose"
"4954","KENT","LSU",-36,0.96,1.13,1.18,0.79,13,45,-56,"LSU","KENT","Win"
"4955","NEV","FSU",-32,1.02,1.02,1.37,0.7,7,62,-67,"FSU","FSU","Win"
"4956","AKR","MICH",-37.5,0.89,1.04,1.1,0.64,24,28,-61,"MICH","AKR","Win"
"4957","VANDY","SC",-13,1.07,0.91,1.14,0.95,25,35,-2.99999999999999,"VANDY","VANDY","Lose"
"4958","TULSA","OKLA",-24.5,0.78,0.81,0.83,0.59,20,51,-27,"OKLA","OKLA","Win"
"4959","UCLA","NEB",-6,1.24,0.86,1.15,0.84,41,21,7.00000000000001,"UCLA","UCLA","Lose"
"4960","WMU","NW",-31,0.65,0.84,1.09,0.8,17,38,-48,"NW","WMU","Win"
"4961","WASH","ILL",9.5,1.15,0.79,1.11,0.94,34,24,19,"WASH","WASH","Lose"
"4962","WISC","ASU",-5.5,1.34,0.58,1.3,0.44,30,32,-9.99999999999999,"ASU","WISC","Win"
"4963","ND","PUR",20.5,0.97,0.91,0.71,0.91,31,24,26,"ND","PUR","Lose"
"4964","MISS","TEX",-4.5,0.99,0.9,1.4,0.88,44,23,-43,"TEX","MISS","Win"
"4965","BGSU","IND",-2.5,1.07,0.85,1.19,1.03,10,42,6.00000000000002,"BGSU","IND","Lose"
